Measure Code,Parent Description,Description,2011,2015,2016,2017,2018,2019,2020,2021,2022
ERP_P_20,Estimated resident population - year ended 30 June,Estimated resident population (no.),,,,149145,149074,148546,148805,148801,149582
ERP_21,Estimated resident population - year ended 30 June,Population density (persons/km2),,,,47.1,47.1,46.9,47,47,47.2
ERP_M_20,Estimated resident population - year ended 30 June,Estimated resident population - males (no.),,,,78534,78212,77529,77086,76837,
ERP_F_20,Estimated resident population - year ended 30 June,Estimated resident population - females (no.),,,,70611,70862,71017,71719,71964,
ERP_19,Estimated resident population - year ended 30 June,Median age - males (years),,,,33.8,33.8,33.9,34.2,34.4,
ERP_22,Estimated resident population - year ended 30 June,Median age - females (years),,,,33.3,33.6,33.9,34.2,34.6,
ERP_23,Estimated resident population - year ended 30 June,Median age - persons (years),,,,33.5,33.7,33.9,34.2,34.5,
ERP_18,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (no.),,,,107358,106568,105565,105012,104295,
ERP_17,Estimated resident population - year ended 30 June,Working age population (aged 15-64 years) (%),,,,72,71.5,71.1,70.6,70.1,
ERP_M_2,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (no.),,,,5603,5567,5476,5379,5313,
ERP_M_3,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (no.),,,,5199,5207,5202,5183,5190,
ERP_M_4,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (no.),,,,4519,4638,4734,4895,4989,
ERP_M_5,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (no.),,,,4293,4235,4155,4113,4125,
ERP_M_6,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (no.),,,,5804,5898,5855,5576,5449,
ERP_M_7,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (no.),,,,7903,7564,7388,7121,6906,
ERP_M_8,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (no.),,,,7854,7692,7508,7433,7271,
ERP_M_9,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (no.),,,,6465,6493,6454,6376,6370,
ERP_M_10,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (no.),,,,5796,5675,5516,5408,5383,
ERP_M_11,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (no.),,,,5590,5592,5457,5329,5148,
ERP_M_12,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (no.),,,,5054,4877,4831,4853,4991,
ERP_M_13,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (no.),,,,4520,4564,4541,4520,4427,
ERP_M_14,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (no.),,,,3631,3596,3572,3683,3716,
ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,2819,2843,2825,2883,2920,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,1740,1901,2031,2181,2285,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,1019,1060,1161,1234,1309,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,421,482,491,576,646,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,304,328,332,343,399,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,7.1,7.1,7.1,7,6.9,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,6.6,6.7,6.7,6.7,6.8,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,5.8,5.9,6.1,6.4,6.5,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,5.5,5.4,5.4,5.3,5.4,
